process	person	campaign	protocol	date_start	date_end	input_objects	output_objects	
Filter <PROCESS:0000012>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	10 micron filter	null	null	Sample: GW228-12-2-4-13	Sample: GW228-12-2-4-13 10 micron filter, Community: GW228-12-2-4-13 10 micron filter
Filter <PROCESS:0000012>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	0.2 micron filter	null	null	Sample: GW246-1-11-26-12	Sample: GW246-1-11-26-12 0.2 micron filter, Community: GW246-1-11-26-12 0.2 micron filter
Filter <PROCESS:0000012>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	10 micron filter	null	null	Sample: GW246-1-11-26-12	Sample: GW246-1-11-26-12 10 micron filter, Community: GW246-1-11-26-12 10 micron filter
Filter <PROCESS:0000012>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	10 micron filter	null	null	Sample: GW246-1-11-26-12	Sample: GW246-1-11-26-12 10 micron filter B, Community: GW246-1-11-26-12 10 micron filter B
Filter <PROCESS:0000012>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	0.2 micron filter	null	null	Sample: GW247-7-11-14-12	Sample: GW247-7-11-14-12 0.2 micron filter, Community: GW247-7-11-14-12 0.2 micron filter
Filter <PROCESS:0000012>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	10 micron filter	null	null	Sample: GW247-7-11-14-12	Sample: GW247-7-11-14-12 10 micron filter, Community: GW247-7-11-14-12 10 micron filter
Filter <PROCESS:0000012>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	0.2 micron filter	null	null	Sample: GW271-66-2-18-13	Sample: GW271-66-2-18-13 0.2 micron filter, Community: GW271-66-2-18-13 0.2 micron filter
Filter <PROCESS:0000012>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	10 micron filter	null	null	Sample: GW271-66-2-18-13	Sample: GW271-66-2-18-13 10 micron filter, Community: GW271-66-2-18-13 10 micron filter
Filter <PROCESS:0000012>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	0.2 micron filter	null	null	Sample: GW283-43-1-29-13	Sample: GW283-43-1-29-13 0.2 micron filter, Community: GW283-43-1-29-13 0.2 micron filter
Filter <PROCESS:0000012>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	10 micron filter	null	null	Sample: GW283-43-1-29-13	Sample: GW283-43-1-29-13 10 micron filter, Community: GW283-43-1-29-13 10 micron filter
Filter <PROCESS:0000012>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	0.2 micron filter	null	null	Sample: GW314-97-2-19-13	Sample: GW314-97-2-19-13 0.2 micron filter, Community: GW314-97-2-19-13 0.2 micron filter
Filter <PROCESS:0000012>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	10 micron filter	null	null	Sample: GW314-97-2-19-13	Sample: GW314-97-2-19-13 10 micron filter, Community: GW314-97-2-19-13 10 micron filter
Filter <PROCESS:0000012>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	0.2 micron filter	null	null	Sample: GW345-51-11-27-12	Sample: GW345-51-11-27-12 0.2 micron filter, Community: GW345-51-11-27-12 0.2 micron filter
Filter <PROCESS:0000012>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	10 micron filter	null	null	Sample: GW345-51-11-27-12	Sample: GW345-51-11-27-12 10 micron filter, Community: GW345-51-11-27-12 10 micron filter
Filter <PROCESS:0000012>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	0.2 micron filter	null	null	Sample: GW346-47-11-27-12	Sample: GW346-47-11-27-12 0.2 micron filter, Community: GW346-47-11-27-12 0.2 micron filter
Filter <PROCESS:0000012>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	10 micron filter	null	null	Sample: GW346-47-11-27-12	Sample: GW346-47-11-27-12 10 micron filter, Community: GW346-47-11-27-12 10 micron filter
Filter <PROCESS:0000012>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	0.2 micron filter	null	null	Sample: GW350-74-2-12-13	Sample: GW350-74-2-12-13 0.2 micron filter, Community: GW350-74-2-12-13 0.2 micron filter
Filter <PROCESS:0000012>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	10 micron filter	null	null	Sample: GW350-74-2-12-13	Sample: GW350-74-2-12-13 10 micron filter, Community: GW350-74-2-12-13 10 micron filter
Filter <PROCESS:0000012>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	0.2 micron filter	null	null	Sample: GW363-94-1-22-13	Sample: GW363-94-1-22-13 0.2 micron filter, Community: GW363-94-1-22-13 0.2 micron filter
Filter <PROCESS:0000012>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	10 micron filter	null	null	Sample: GW363-94-1-22-13	Sample: GW363-94-1-22-13 10 micron filter, Community: GW363-94-1-22-13 10 micron filter
Filter <PROCESS:0000012>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	0.2 micron filter	null	null	Sample: GW383-12-17-12	Sample: GW383-12-17-12 0.2 micron filter, Community: GW383-12-17-12 0.2 micron filter
Filter <PROCESS:0000012>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	10 micron filter	null	null	Sample: GW383-12-17-12	Sample: GW383-12-17-12 10 micron filter, Community: GW383-12-17-12 10 micron filter
Filter <PROCESS:0000012>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	0.2 micron filter	null	null	Sample: GW384-12-17-12	Sample: GW384-12-17-12 0.2 micron filter, Community: GW384-12-17-12 0.2 micron filter
Filter <PROCESS:0000012>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	10 micron filter	null	null	Sample: GW384-12-17-12	Sample: GW384-12-17-12 10 micron filter, Community: GW384-12-17-12 10 micron filter
Filter <PROCESS:0000012>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	0.2 micron filter	null	null	Sample: GW385-80-2-18-13	Sample: GW385-80-2-18-13 0.2 micron filter, Community: GW385-80-2-18-13 0.2 micron filter
Filter <PROCESS:0000012>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	10 micron filter	null	null	Sample: GW385-80-2-18-13	Sample: GW385-80-2-18-13 10 micron filter, Community: GW385-80-2-18-13 10 micron filter
Filter <PROCESS:0000012>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	0.2 micron filter	null	null	Sample: GW526-15-11-27-12	Sample: GW526-15-11-27-12 0.2 micron filter, Community: GW526-15-11-27-12 0.2 micron filter
Filter <PROCESS:0000012>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	10 micron filter	null	null	Sample: GW526-15-11-27-12	Sample: GW526-15-11-27-12 10 micron filter, Community: GW526-15-11-27-12 10 micron filter
Filter <PROCESS:0000012>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	0.2 micron filter	null	null	Sample: GW531-83-11-28-12	Sample: GW531-83-11-28-12 0.2 micron filter, Community: GW531-83-11-28-12 0.2 micron filter
Filter <PROCESS:0000012>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	10 micron filter	null	null	Sample: GW531-83-11-28-12	Sample: GW531-83-11-28-12 10 micron filter, Community: GW531-83-11-28-12 10 micron filter
Filter <PROCESS:0000012>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	0.2 micron filter	null	null	Sample: GW533-48-11-28-12	Sample: GW533-48-11-28-12 0.2 micron filter, Community: GW533-48-11-28-12 0.2 micron filter
Filter <PROCESS:0000012>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	10 micron filter	null	null	Sample: GW533-48-11-28-12	Sample: GW533-48-11-28-12 10 micron filter, Community: GW533-48-11-28-12 10 micron filter
Filter <PROCESS:0000012>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	0.2 micron filter	null	null	Sample: GW537-24-11-26-12	Sample: GW537-24-11-26-12 0.2 micron filter, Community: GW537-24-11-26-12 0.2 micron filter
Filter <PROCESS:0000012>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	10 micron filter	null	null	Sample: GW537-24-11-26-12	Sample: GW537-24-11-26-12 10 micron filter, Community: GW537-24-11-26-12 10 micron filter
Filter <PROCESS:0000012>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	0.2 micron filter	null	null	Sample: GW60-1A-60-2-4-13	Sample: GW60-1A-60-2-4-13 0.2 micron filter, Community: GW60-1A-60-2-4-13 0.2 micron filter
Filter <PROCESS:0000012>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	10 micron filter	null	null	Sample: GW60-1A-60-2-4-13	Sample: GW60-1A-60-2-4-13 10 micron filter, Community: GW60-1A-60-2-4-13 10 micron filter
Filter <PROCESS:0000012>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	0.2 micron filter	null	null	Sample: GW621-21-12-17-12	Sample: GW621-21-12-17-12 0.2 micron filter, Community: GW621-21-12-17-12 0.2 micron filter
Filter <PROCESS:0000012>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	10 micron filter	null	null	Sample: GW621-21-12-17-12	Sample: GW621-21-12-17-12 10 micron filter, Community: GW621-21-12-17-12 10 micron filter
Filter <PROCESS:0000012>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	0.2 micron filter	null	null	Sample: GW631-98-12-11-12	Sample: GW631-98-12-11-12 0.2 micron filter, Community: GW631-98-12-11-12 0.2 micron filter
Filter <PROCESS:0000012>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	10 micron filter	null	null	Sample: GW631-98-12-11-12	Sample: GW631-98-12-11-12 10 micron filter, Community: GW631-98-12-11-12 10 micron filter
Filter <PROCESS:0000012>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	0.2 micron filter	null	null	Sample: GW636-32-1-28-13	Sample: GW636-32-1-28-13 0.2 micron filter, Community: GW636-32-1-28-13 0.2 micron filter
Filter <PROCESS:0000012>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	10 micron filter	null	null	Sample: GW636-32-1-28-13	Sample: GW636-32-1-28-13 10 micron filter, Community: GW636-32-1-28-13 10 micron filter
Filter <PROCESS:0000012>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	0.2 micron filter	null	null	Sample: GW639-90-1-23-13	Sample: GW639-90-1-23-13 0.2 micron filter, Community: GW639-90-1-23-13 0.2 micron filter
Filter <PROCESS:0000012>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	10 micron filter	null	null	Sample: GW639-90-1-23-13	Sample: GW639-90-1-23-13 10 micron filter, Community: GW639-90-1-23-13 10 micron filter
Filter <PROCESS:0000012>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	0.2 micron filter	null	null	Sample: GW641-30-1-23-13	Sample: GW641-30-1-23-13 0.2 micron filter, Community: GW641-30-1-23-13 0.2 micron filter
Filter <PROCESS:0000012>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	10 micron filter	null	null	Sample: GW641-30-1-23-13	Sample: GW641-30-1-23-13 10 micron filter, Community: GW641-30-1-23-13 10 micron filter
Filter <PROCESS:0000012>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	0.2 micron filter	null	null	Sample: GW654-0-1-7-13	Sample: GW654-0-1-7-13 0.2 micron filter, Community: GW654-0-1-7-13 0.2 micron filter
Filter <PROCESS:0000012>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	10 micron filter	null	null	Sample: GW654-0-1-7-13	Sample: GW654-0-1-7-13 10 micron filter, Community: GW654-0-1-7-13 10 micron filter
Filter <PROCESS:0000012>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	0.2 micron filter	null	null	Sample: GW658-63-1-23-13	Sample: GW658-63-1-23-13 0.2 micron filter, Community: GW658-63-1-23-13 0.2 micron filter
Filter <PROCESS:0000012>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	10 micron filter	null	null	Sample: GW658-63-1-23-13	Sample: GW658-63-1-23-13 10 micron filter, Community: GW658-63-1-23-13 10 micron filter
Filter <PROCESS:0000012>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	0.2 micron filter	null	null	Sample: GW683-53-2-18-13	Sample: GW683-53-2-18-13 0.2 micron filter, Community: GW683-53-2-18-13 0.2 micron filter
Filter <PROCESS:0000012>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	10 micron filter	null	null	Sample: GW683-53-2-18-13	Sample: GW683-53-2-18-13 10 micron filter, Community: GW683-53-2-18-13 10 micron filter
Filter <PROCESS:0000012>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	0.2 micron filter	null	null	Sample: GW685-6-1-8-13	Sample: GW685-6-1-8-13 0.2 micron filter, Community: GW685-6-1-8-13 0.2 micron filter
Filter <PROCESS:0000012>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	10 micron filter	null	null	Sample: GW685-6-1-8-13	Sample: GW685-6-1-8-13 10 micron filter, Community: GW685-6-1-8-13 10 micron filter
Filter <PROCESS:0000012>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	0.2 micron filter	null	null	Sample: GW694-33-12-3-12	Sample: GW694-33-12-3-12 0.2 micron filter, Community: GW694-33-12-3-12 0.2 micron filter
Filter <PROCESS:0000012>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	10 micron filter	null	null	Sample: GW694-33-12-3-12	Sample: GW694-33-12-3-12 10 micron filter, Community: GW694-33-12-3-12 10 micron filter
Filter <PROCESS:0000012>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	0.2 micron filter	null	null	Sample: GW704-5-12-17-12	Sample: GW704-5-12-17-12 0.2 micron filter, Community: GW704-5-12-17-12 0.2 micron filter
Filter <PROCESS:0000012>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	10 micron filter	null	null	Sample: GW704-5-12-17-12	Sample: GW704-5-12-17-12 10 micron filter, Community: GW704-5-12-17-12 10 micron filter
Filter <PROCESS:0000012>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	0.2 micron filter	null	null	Sample: GW705-9-2-21-13	Sample: GW705-9-2-21-13 0.2 micron filter, Community: GW705-9-2-21-13 0.2 micron filter
Filter <PROCESS:0000012>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	10 micron filter	null	null	Sample: GW705-9-2-21-13	Sample: GW705-9-2-21-13 10 micron filter, Community: GW705-9-2-21-13 10 micron filter
Filter <PROCESS:0000012>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	0.2 micron filter	null	null	Sample: GW706-96-12-17-12	Sample: GW706-96-12-17-12 0.2 micron filter, Community: GW706-96-12-17-12 0.2 micron filter
Filter <PROCESS:0000012>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	10 micron filter	null	null	Sample: GW706-96-12-17-12	Sample: GW706-96-12-17-12 10 micron filter, Community: GW706-96-12-17-12 10 micron filter
Filter <PROCESS:0000012>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	0.2 micron filter	null	null	Sample: GW714-34-2-12-13	Sample: GW714-34-2-12-13 0.2 micron filter, Community: GW714-34-2-12-13 0.2 micron filter
Filter <PROCESS:0000012>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	10 micron filter	null	null	Sample: GW714-34-2-12-13	Sample: GW714-34-2-12-13 10 micron filter, Community: GW714-34-2-12-13 10 micron filter
Filter <PROCESS:0000012>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	0.2 micron filter	null	null	Sample: GW715-65-2-12-13	Sample: GW715-65-2-12-13 0.2 micron filter, Community: GW715-65-2-12-13 0.2 micron filter
Filter <PROCESS:0000012>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	10 micron filter	null	null	Sample: GW715-65-2-12-13	Sample: GW715-65-2-12-13 10 micron filter, Community: GW715-65-2-12-13 10 micron filter
Filter <PROCESS:0000012>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	0.2 micron filter	null	null	Sample: GW736-14-12-3-12	Sample: GW736-14-12-3-12 0.2 micron filter, Community: GW736-14-12-3-12 0.2 micron filter
Filter <PROCESS:0000012>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	10 micron filter	null	null	Sample: GW736-14-12-3-12	Sample: GW736-14-12-3-12 10 micron filter, Community: GW736-14-12-3-12 10 micron filter
Filter <PROCESS:0000012>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	0.2 micron filter	null	null	Sample: GW737-12-12-12	Sample: GW737-12-12-12 0.2 micron filter, Community: GW737-12-12-12 0.2 micron filter
Filter <PROCESS:0000012>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	10 micron filter	null	null	Sample: GW737-12-12-12	Sample: GW737-12-12-12 10 micron filter, Community: GW737-12-12-12 10 micron filter
Filter <PROCESS:0000012>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	0.2 micron filter	null	null	Sample: GW750-28-12-12-12	Sample: GW750-28-12-12-12 0.2 micron filter, Community: GW750-28-12-12-12 0.2 micron filter
Filter <PROCESS:0000012>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	10 micron filter	null	null	Sample: GW750-28-12-12-12	Sample: GW750-28-12-12-12 10 micron filter, Community: GW750-28-12-12-12 10 micron filter
Filter <PROCESS:0000012>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	0.2 micron filter	null	null	Sample: GW753-79-1-7-13	Sample: GW753-79-1-7-13 0.2 micron filter, Community: GW753-79-1-7-13 0.2 micron filter
Filter <PROCESS:0000012>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	10 micron filter	null	null	Sample: GW753-79-1-7-13	Sample: GW753-79-1-7-13 10 micron filter, Community: GW753-79-1-7-13 10 micron filter
Filter <PROCESS:0000012>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	0.2 micron filter	null	null	Sample: GW754-40-1-7-13	Sample: GW754-40-1-7-13 0.2 micron filter, Community: GW754-40-1-7-13 0.2 micron filter
Filter <PROCESS:0000012>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	10 micron filter	null	null	Sample: GW754-40-1-7-13	Sample: GW754-40-1-7-13 10 micron filter, Community: GW754-40-1-7-13 10 micron filter
Filter <PROCESS:0000012>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	0.2 micron filter	null	null	Sample: GW755-69-1-8-13	Sample: GW755-69-1-8-13 0.2 micron filter, Community: GW755-69-1-8-13 0.2 micron filter
Filter <PROCESS:0000012>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	10 micron filter	null	null	Sample: GW755-69-1-8-13	Sample: GW755-69-1-8-13 10 micron filter, Community: GW755-69-1-8-13 10 micron filter
Filter <PROCESS:0000012>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	10 micron filter	null	null	Sample: GW760-18-1-29-13	Sample: GW760-18-1-29-13 10 micron filter, Community: GW760-18-1-29-13 10 micron filter
Filter <PROCESS:0000012>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	0.2 micron filter	null	null	Sample: GW761-29-1-28-13	Sample: GW761-29-1-28-13 0.2 micron filter, Community: GW761-29-1-28-13 0.2 micron filter
Filter <PROCESS:0000012>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	10 micron filter	null	null	Sample: GW761-29-1-28-13	Sample: GW761-29-1-28-13 10 micron filter, Community: GW761-29-1-28-13 10 micron filter
Filter <PROCESS:0000012>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	0.2 micron filter	null	null	Sample: GW763-23-1-22-13	Sample: GW763-23-1-22-13 0.2 micron filter, Community: GW763-23-1-22-13 0.2 micron filter
Filter <PROCESS:0000012>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	10 micron filter	null	null	Sample: GW763-23-1-22-13	Sample: GW763-23-1-22-13 10 micron filter, Community: GW763-23-1-22-13 10 micron filter
Filter <PROCESS:0000012>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	0.2 micron filter	null	null	Sample: GW764-23-1-11-13	Sample: GW764-23-1-11-13 0.2 micron filter, Community: GW764-23-1-11-13 0.2 micron filter
Filter <PROCESS:0000012>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	10 micron filter	null	null	Sample: GW764-23-1-11-13	Sample: GW764-23-1-11-13 10 micron filter, Community: GW764-23-1-11-13 10 micron filter
Filter <PROCESS:0000012>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	0.2 micron filter	null	null	Sample: GW765-77-1-11-13	Sample: GW765-77-1-11-13 0.2 micron filter, Community: GW765-77-1-11-13 0.2 micron filter
Filter <PROCESS:0000012>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	10 micron filter	null	null	Sample: GW765-77-1-11-13	Sample: GW765-77-1-11-13 10 micron filter, Community: GW765-77-1-11-13 10 micron filter
Filter <PROCESS:0000012>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	0.2 micron filter	null	null	Sample: GW773-35-2-4-13	Sample: GW773-35-2-4-13 0.2 micron filter, Community: GW773-35-2-4-13 0.2 micron filter
Filter <PROCESS:0000012>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	10 micron filter	null	null	Sample: GW773-35-2-4-13	Sample: GW773-35-2-4-13 10 micron filter, Community: GW773-35-2-4-13 10 micron filter
Filter <PROCESS:0000012>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	0.2 micron filter	null	null	Sample: GW775-88-1-29-13	Sample: GW775-88-1-29-13 0.2 micron filter, Community: GW775-88-1-29-13 0.2 micron filter
Filter <PROCESS:0000012>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	10 micron filter	null	null	Sample: GW775-88-1-29-13	Sample: GW775-88-1-29-13 10 micron filter, Community: GW775-88-1-29-13 10 micron filter
Filter <PROCESS:0000012>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	0.2 micron filter	null	null	Sample: GW779-8-2-18-13	Sample: GW779-8-2-18-13 0.2 micron filter, Community: GW779-8-2-18-13 0.2 micron filter
Filter <PROCESS:0000012>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	10 micron filter	null	null	Sample: GW779-8-2-18-13	Sample: GW779-8-2-18-13 10 micron filter, Community: GW779-8-2-18-13 10 micron filter
Filter <PROCESS:0000012>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	0.2 micron filter	null	null	Sample: GW782-72-2-18-13	Sample: GW782-72-2-18-13 0.2 micron filter, Community: GW782-72-2-18-13 0.2 micron filter
Filter <PROCESS:0000012>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	10 micron filter	null	null	Sample: GW782-72-2-18-13	Sample: GW782-72-2-18-13 10 micron filter, Community: GW782-72-2-18-13 10 micron filter
Filter <PROCESS:0000012>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	0.2 micron filter	null	null	Sample: GW800-12-12-12	Sample: GW800-12-12-12 0.2 micron filter, Community: GW800-12-12-12 0.2 micron filter
Filter <PROCESS:0000012>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	10 micron filter	null	null	Sample: GW800-12-12-12	Sample: GW800-12-12-12 10 micron filter, Community: GW800-12-12-12 10 micron filter
Filter <PROCESS:0000012>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	0.2 micron filter	null	null	Sample: GW803-31-1-23-13	Sample: GW803-31-1-23-13 0.2 micron filter, Community: GW803-31-1-23-13 0.2 micron filter
Filter <PROCESS:0000012>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	10 micron filter	null	null	Sample: GW803-31-1-23-13	Sample: GW803-31-1-23-13 10 micron filter, Community: GW803-31-1-23-13 10 micron filter
Filter <PROCESS:0000012>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	0.2 micron filter	null	null	Sample: GW804-13-2-11-13	Sample: GW804-13-2-11-13 0.2 micron filter, Community: GW804-13-2-11-13 0.2 micron filter
Filter <PROCESS:0000012>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	10 micron filter	null	null	Sample: GW804-13-2-11-13	Sample: GW804-13-2-11-13 10 micron filter, Community: GW804-13-2-11-13 10 micron filter
Filter <PROCESS:0000012>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	0.2 micron filter	null	null	Sample: GW921-86-1-28-13	Sample: GW921-86-1-28-13 0.2 micron filter, Community: GW921-86-1-28-13 0.2 micron filter
Filter <PROCESS:0000012>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	10 micron filter	null	null	Sample: GW921-86-1-28-13	Sample: GW921-86-1-28-13 10 micron filter, Community: GW921-86-1-28-13 10 micron filter
Filter <PROCESS:0000012>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	0.2 micron filter	null	null	Sample: GW925-68-1-28-13	Sample: GW925-68-1-28-13 0.2 micron filter, Community: GW925-68-1-28-13 0.2 micron filter
Filter <PROCESS:0000012>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	10 micron filter	null	null	Sample: GW925-68-1-28-13	Sample: GW925-68-1-28-13 10 micron filter, Community: GW925-68-1-28-13 10 micron filter
Filter <PROCESS:0000012>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	0.2 micron filter	null	null	Sample: GW928-54-2-11-13	Sample: GW928-54-2-11-13 0.2 micron filter, Community: GW928-54-2-11-13 0.2 micron filter
Filter <PROCESS:0000012>	Hazen Lab <ENIGMA:0000066>	100 Well Survey <ENIGMA:0000003>	10 micron filter	null	null	Sample: GW928-54-2-11-13	Sample: GW928-54-2-11-13 10 micron filter, Community: GW928-54-2-11-13 10 micron filter
